Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
115223182C018LUL40;8906140920432;86772;JK Tyre;JETWAY JUL4;;ciężarowe;OPONA 315/80R22.5 JETWAY JUL4 156L/150J 3PMSF M+S FRONT JK Tyre (D,B,B,73dB);315;80;22.5;L;J;156;150;;;20;20;1380,00;979,80;D;B;B;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2190510;
115223832C020KJTL0;8906140920425;88165;JK Tyre;JETWAY JTL;;ciężarowe;OPONA 385/55R22.5 JETWAY JTL 160K/(158L) 3PMSF M+S TRAILER JK Tyre (C,B,B,72dB);385;55;22.5;K;;160;(158L);;;20;20;1290,00;915,90;C;B;B;72dB;;R;0 kg;;
115223852C020KJTL0;8906140920418;87614;JK Tyre;JETWAY JTL;;ciężarowe;OPONA 385/65R22.5 JETWAY JTL 164K 3PMSF M+S TRAILER JK Tyre (C,B,B,72dB);385;65;22.5;K;;164;;;;20;20;1540,00;1093,40;C;B;B;72dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2190512;
115223852C020KTH2U;0440000118969;89909;Celestis;CTH2;;ciężarowe;OPONA 385/65R22.5 CTH2 164K 3PMSF M+S TRAILER Celestis (B,C,B,73dB);385;65;22.5;K;;164;;;;20;20;1310,00;930,10;B;C;B;73dB;;R;0 kg;;
115223852C020KUH60;8906140920401;86773;JK Tyre;JETWAY JUH6;;ciężarowe;OPONA 385/65R22.5 JETWAY JUH6 164K/(158L) 3PMSF M+S ALL POSITION JK Tyre (D,B,B,73dB);385;65;22.5;K;;164;(158L);;;20;20;1570,00;1114,70;D;B;B;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2190514;
115323182C018LUC40;8906140920012;88285;JK Tyre;JETWAY JUC4;;ciężarowe;OPONA 315/80R22.5 JETWAY JUC4 156/150L 3PMSF M+S FRONT JK Tyre (D,C,B,73dB);315;80;22.5;;L;156;150;;;20;20;1530,00;1086,30;D;C;B;73dB;;R;0 kg;;
115323852C020KUCD0;8906140921842;87615;JK Tyre;JETWAY JUC-XD;;ciężarowe;OPONA 385/65R22.5 JETWAY JUC-XD 164K ON/OFF 3PMSF M+S ALL POSITION JK Tyre (C,B,B,74dB);385;65;22.5;K;;164;;;;20;20;1510,00;1072,10;C;B;B;74dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2190513;
11605900;0440000008734;69148;Mitas;B19;;rolnicze;OPONA 16X6.50-8 B19 6PR TL Mitas;16X6.50;;8;;;6PR;;;;20;20;140,00;92,40;;;;;;-;3 kg;;
11606000;0440000109400;86561;Mitas;B19;;rolnicze;OPONA 16X6.50-8 B19 10PR TL Mitas;16X6.50;;8;;;10PR;;;;20;20;145,00;95,70;;;;;;-;3 kg;;
1168500;8059971011883;90327;Trelleborg;T510;;rolnicze;OPONA 13X5.00-6 T510 4PR TL Trelleborg;13X5.00;;6;;;4PR;;;;1;1;115,00;69,00;;;;;;-;0 kg;;
1169800;8059971011913;38905;Trelleborg;T539;;rolnicze małe;OPONA 4.10-4 T539 6PR TT Trelleborg;4.10;;4;;;6PR;;;;9;9;85,00;72,25;;;;;;-;0;;
121315;3528701213156;86923;Michelin;X MULTI ENERGY Z2;;ciężarowe;OPONA 315/70R22.5 X MULTI ENERGY Z2 158/150L 3PMSF M+S FRONT Michelin (B,C,2,72dB);315;70;22.5;;L;158;150;;;2;2;4802,00;2497,04;B;C;2;72dB;;R;0;https://eprel.ec.europa.eu/qr/1921551;
125222461H018KUH50;0440000121150;90679;JK Tyre;JETWAY JUH5;;ciężarowe;OPONA 245/70R17.5 JETWAY JUH5 143/141J 3PMSF M+S TRAILER JK Tyre;245;70;17.5;J;;143/141;;;;20;20;720,00;511,20;;;;;;R;32,5 kg;;
12872500;8059971066081;94488;Cultor;RD01;;rolnicze;OPONA 13.6R28 (340/85R28) RD01 127A8/124B TL Cultor;13.6;;28;A8;B;127;124;340/85R28;;2;2;1660,00;1095,60;;;;;;R;62 kg;;
12873900;0440000108281;85922;Cultor;RD-02;;rolnicze;OPONA 480/70R28 RD-02 140A8/140B TL Cultor;480;70;28;A8;B;140;140;;;2;2;2696,00;1779,36;;;;;;R;102 kg;;
129099;0440000077235;6998;Kenda;K500 SUPER TURF;;rolnicze;OPONA 23X8.50-12 K500 SUPER TURF 6PR/92A4 TL Kenda;23X8.50;;12;;A4;6PR;92;;;20;20;230,00;230,00;;;;;;-;0;;
130553;3528701305530;26638;Michelin;X LINE ENERGY F ;;ciężarowe;OPONA 385/65R22.5 X LINE ENERGY F  160K ANTISPLASH 3PMSF FRONT Michelin (B,B,1,69dB);385;65;22.5;K;;160;;;ANTISPLASH FRONT;4;4;4844,00;2615,76;B;B;1;69dB;;R;75,4 kg;;
13219300;0440000118068;89622;Mitas;TR06;;rolnicze;OPONA 31X15.50-15 TR06 8PR TL Mitas;31X15.50;;15;;;8PR;;;;10;10;1009,00;665,94;;;;;;-;27 kg;;
13219600;0440000124359;92610;Mitas;TR12;;rolnicze;OPONA 600/40-22.5 TR12 172A8/160A8 IMP TL Mitas;600;40;22.5;A8;A8;172;160;;;2;2;3200,00;2112,00;;;;;;-;85 kg;;
13261;3286341326116;48733;Bridgestone;RS2;;ciężarowe;OPONA 235/75R17.5 RS2 132M/130M FRONT Bridgestone (C,B,1,70dB);235;75;17.5;M;M;132;130;;;4;4;1703,00;885,56;C;B;1;70dB;;R;0;;
1327700;8059971014990;2995;Trelleborg;AW305;;rolnicze;OPONA 340/55-16 AW305 128A8/140A8 TL Trelleborg;340;55;16;A8;A8;128;140;;;20;20;1292,00;775,20;;;;;;-;0;;
13390;3286341339017;91875;Bridgestone;VX-TRACTOR;;rolnicze;OPONA 540/65R38 VX-TRACTOR 153D/150E TL Bridgestone;540;65;38;D;E;153;150;;;2;2;12974,00;4411,16;;;;;;R;0;;
13405;3286341340518;67559;Bridgestone;VX-TRACTOR;;rolnicze;OPONA 480/70R28 VX-TRACTOR 145D/142E TL Bridgestone;480;70;28;D;E;145;142;;;7;7;9121,00;3101,14;;;;;;R;0 kg;;
13416600;8059971053951;93989;Mitas;AGRITERRA ULTRA;;rolnicze;OPONA 600/50R22.5 AGRITERRA ULTRA 163D TL Mitas;600;50;22.5;D;;163;;;;1;1;5135,00;3389,10;;;;;;R;120 kg;;
13417800;0440000117795;89490;Mitas;AGRITERRA ULTRA;;rolnicze;OPONA 710/50R26.5 AGRITERRA ULTRA 170D TL Mitas;710;50;26.5;D;;170;;;;7;7;6200,00;4092,00;;;;;;R;190 kg;;
13432;3286341343212;59532;Bridgestone;VX-TRACTOR;;rolnicze;OPONA 580/70R38 VX-TRACTOR 160D/157E TL Bridgestone;580;70;38;D;E;160;157;;;2;2;17987,00;5575,97;;;;;;R;240,1 kg;;
13434;0440000092573;63568;Bridgestone;VX-TRACTOR;;rolnicze;OPONA 14.9R24 (380/85R24) VX-TRACTOR 137D/134E TL Bridgestone;14.9;;24;D;E;137;134;380/85R24;;6;6;5995,00;2038,30;;;;;;R;0;;
13437900;0440000120900;90884;Mitas;TR01;;rolnicze;OPONA 15.0/55-17 TR01 10PR TL Mitas;15.0;55;17;;;10PR;;;;4;4;1185,00;782,10;;;;;;-;0;;
13454;3286341345414;77434;Firestone;FT833;;ciężarowe;OPONA 385/65R22.5 FT833 160K ON/OFF 3PMSF M+S TRAILER Firestone (C,B,B,71dB);385;65;22.5;K;;160;;;;4;4;2602,00;1483,14;C;B;B;71dB;;R;0 kg;;
13456;3286341345612;62685;Firestone;FD833;;ciężarowe;OPONA 315/80R22.5 FD833 156K/150K ON/OFF 3PMSF DRIVE Firestone (D,B,2,75dB);315;80;22.5;K;K;156;150;;;7;7;4550,00;1638,00;D;B;2;75dB;;R;0;;
13464;3286341346411;58234;Bridgestone;RS2;;ciężarowe;OPONA 245/70R19.5 RS2 136M/134M 3PMSF FRONT Bridgestone (C,B,1,69dB);245;70;19.5;M;M;136;134;;;2;2;1953,00;1122,97;C;B;1;69dB;;R;0;;
13467;3286341346718;63448;Bridgestone;RD2;;ciężarowe;OPONA 205/75R17.5 RD2 124/122M 3PMSF DRIVE Bridgestone (C,B,C,71dB);205;75;17.5;;M;124;122;;;4;4;1376,00;784,32;C;B;C;71dB;;R;0;;
13469;3286341346916;49570;Bridgestone;RD2;;ciężarowe;OPONA 265/70R17.5 RD2 138M/136M 3PMSF DRIVE Bridgestone (C,B,2,75dB);265;70;17.5;M;M;138;136;;;4;4;2047,00;1166,79;C;B;2;75dB;;R;0;;
13480;3286341348019;67688;Firestone;FD611;;ciężarowe;OPONA 245/70R19.5 FD611 136M/134M 3PMSF DRIVE Firestone (D,B,2,75dB);245;70;19.5;M;M;136;134;;;10;10;1695,00;966,15;D;B;2;75dB;;R;0 kg;;
13481;3286341348118;51320;Firestone;FD611;;ciężarowe;OPONA 225/75R17.5 FD611 129M/127M 3PMSF DRIVE Firestone (C,B,1,72dB);225;75;17.5;M;M;129;127;;;4;4;1342,00;798,49;C;B;1;72dB;;R;0;;
13482;3286341348217;80886;Firestone;FS411;;ciężarowe;OPONA 205/75R17.5 FS411 124/122M 3PMSF FRONT Firestone (C,B,B,72dB);205;75;17.5;;M;124;122;;FRONT;2;2;1179,00;695,61;C;B;B;72dB;;R;0;;
13484;3286341348415;60795;Firestone;FS411;;ciężarowe;OPONA 285/70R19.5 FS411 145M/146M FRONT Firestone (C,B,2,72dB);285;70;19.5;M;M;145;146;;;2;2;2009,00;1185,31;C;B;2;72dB;;R;37,6 kg;;
13488;3286341348811;59199;Firestone;FS411;;ciężarowe;OPONA 245/70R19.5 FS411 136M/134M 3PMSF FRONT Firestone;245;70;19.5;M;M;136;134;;;4;4;1695,00;966,15;;;;;;R;0;;
13491;3286341349115;81425;Firestone;FD611;;ciężarowe;OPONA 205/75R17.5 FD611 124M/122M 3PMSF M+S DRIVE Firestone (D,C,A,73dB);205;75;17.5;M;M;124;122;;;4;4;1179,00;707,40;D;C;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/383612;
13496;3286341349610;53748;Bridgestone;ECO HT2;;ciężarowe;OPONA 385/65R22.5 ECO HT2 160K/158L 3PMSF TRAILER Bridgestone (A,B,1,68dB);385;65;22.5;K;L;160;158;;;8;8;3415,00;1775,80;A;B;1;68dB;;R;0;;
13499;3286341349917;57696;Bridgestone;HT2 ECOPIA;;ciężarowe;OPONA 385/55R22.5 HT2 ECOPIA 160K/158L 3PMSF TRAILER Bridgestone (A,B,1,68dB);385;55;22.5;K;L;160;158;;;4;4;3385,00;1743,27;A;B;1;68dB;;R;0;;
13502900;0440000124342;92609;Mitas;TR08;;rolnicze;OPONA 550/60-22.5 TR08 171A8 TL Mitas;550;60;22.5;A8;;171;;;;3;3;3020,00;1993,20;;;;;;-;88 kg;;
13503000;0440000122508;91748;Mitas;TR08;;rolnicze;OPONA 550/60-22.5 TR08 16PR TL Mitas;550;60;22.5;;;16PR;;;;5;5;2889,00;1906,74;;;;;;-;88 kg;;
135433-33;0440000010461;67203;Galaxy;MIGHTY MOW;;przemysłowe;OPONA 17.5-24 (17.5L-24) MIGHTY MOW 8PR TL Galaxy;17.5;;24;;;8PR;;17.5L-24;;4;4;2620,00;1729,20;;;;;;-;0;;
13560;3286341356014;58977;Bridgestone;RT1;;ciężarowe;OPONA 245/70R19.5 RT1 141J/140J TRAILER Bridgestone (C,B,1,69dB);245;70;19.5;J;J;141;140;;;9;9;2116,00;1206,12;C;B;1;69dB;;R;0;;
1370;4250427424965;79723;Falken;RI151;;ciężarowe;OPONA 205/75R17.5 RI151 124/122M 3PMSF M+S ALL POSITION Falken (E,C,B,72dB);205;75;17.5;;M;124;122;;;3;3;1300,00;663,00;E;C;B;72dB;;R;0 kg;;
13760520000;0440000005962;6369;Continental;SC20;;przemysłowe;OPONA 21X8-9 (200/75-9) SC20 6.00 CLIP Clean Continental;21X8;;9;;;;;200/75-9;;2;2;1819,00;1327,87;;;;;;-;0;;
13760530000;0440000097097;2558;Continental;SC20;;przemysłowe;OPONA 23X9-10 (225/75-10) SC20 6.50 CLIP Clean Continental;23X9;;10;;;;;225/75-10;;4;4;2591,00;1891,43;;;;;;-;0 kg;;
13760540000;0440000006020;3888;Continental;SC20;;przemysłowe;OPONA 27X10-12 (250/75-12) SC20 /8.00 CLIP Clean Continental;27X10;;12;;;;;250/75-12;;1;1;2100,00;1533,00;;;;;2016;-;0 kg;;
13760560000;0440000006075;1219;Continental;SC20;;przemysłowe;OPONA 23X10-12 (250/60-12) SC20 /8.00 CLIP Clean Continental;23X10;;12;;;;;250/60-12;;2;2;2787,00;2034,51;;;;;;-;0 kg;;
13760580000;0440000009403;3921;Continental;SC20;;przemysłowe;OPONA 125/75-8 (15X4 1/2-8) SC20 /3.00 STD Clean Continental;125;75;8;;;;;15X4 1/2-8;;1;1;752,00;548,96;;;;;;-;0;;
13760680000;4019238426205;2977;Continental;SC20;;przemysłowe;OPONA 6.50-10 SC20 5.00 CLIP Clean Continental;6.50;;10;;;;;;;2;2;2044,00;1492,12;;;;;;-;15 kg;;
13760690000;0440000005979;4020;Continental;SC20;;przemysłowe;OPONA 6.50-10 SC20 5.00 STD Clean Continental;6.50;;10;;;;;;;2;2;2044,00;1492,12;;;;;;-;15 kg;;
13760740000;0440000006068;4001;Continental;SC20;;przemysłowe;OPONA 140/55-9 SC20 4.00 CLIP Clean Continental;140;55;9;;;;;;;8;8;1189,00;867,97;;;;;;-;10,16 kg;;
13760750000;0440000124946;92949;Continental;SC20;;przemysłowe;OPONA 140/55-9 SC20 /4.00 STD Clean Continental;140;55;9;;;;;;;1;1;300,00;219,00;;;;;2012;-;0;;
13760760000;4019238426281;89422;Continental;SC20 SIT;;przemysłowe;OPONA 6.00-9 SC20 SIT 4.00 Clean Continental;6.00;;9;;;;;;;2;2;1545,00;1127,85;;;;;;-;7 kg;;
13760840000;0440000121105;91010;Continental;SC20;;przemysłowe;OPONA 180/60-10 SC20 5.00 CLIP Clean Continental;180;60;10;;;;;;;1;1;1404,00;1024,92;;;;;2012;-;0;;
13760840000;0440000124953;92950;Continental;SC20;;przemysłowe;OPONA 180/60-10 SC20 5.00 CLIP Clean Continental;180;60;10;;;;;;;1;1;1404,00;1024,92;;;;;2017;-;0;;
13760860000;0440000006167;5781;Continental;SC20;;przemysłowe;OPONA 200/50-10 SC20 6.50 CLIP Clean Continental;200;50;10;;;;;;;4;4;1622,00;1184,06;;;;;;-;22,85 kg;;
13760880000;0440000006099;27957;Continental;SC20;;przemysłowe;OPONA 8.25-15 SC20 6.50 CLIP Clean Continental;8.25;;15;;;;;;;4;4;4861,00;3548,53;;;;;;-;89,1 kg;;
13760920000;0440000055349;2988;Continental;SC20;;przemysłowe;OPONA 18X7-8 (180/70-8) SC20 4.33 CLIP Clean Continental;18X7;;8;;;;;180/70-8;;4;4;1234,00;900,82;;;;;;-;20,72 kg;;
13760930000;0440000005986;1221;Continental;SC20;;przemysłowe;OPONA 18X7-8 (180/70-8) SC20 /4.33 STD Clean Continental;18X7;;8;;;;;180/70-8;;1;1;1234,00;900,82;;;;;;-;20 kg;;
13763160000;4019238610055;72234;Continental;CS20;;przemysłowe;OPONA 18X7-8 (180x70-8) CS20 /4.33 CLIP Clean Continental;18X7;;8;;;;;180x70-8;;1;1;1234,00;900,82;;;;;;-;0 kg;;
13763450000;0440000006242;50397;Continental;SC20+;;przemysłowe;OPONA 125/75-8 (15x4 1/2-8) SC20+ /3.00 CLIP Continental;125;75;8;;;;;15x4 1/2-8;;4;4;579,00;422,67;;;;;;-;0;;
13763490000;0440000077648;46553;Continental;SC20+;;przemysłowe;OPONA 150/75-8 (16X6-8) SC20+ /4.33 CLIP Continental;150;75;8;;;;;16X6-8;;3;3;820,00;598,60;;;;;;-;0;;
13763510000;0440000056049;3790;Continental;SC20+;;przemysłowe;OPONA 18X7-8 (180/70-8) SC20+ 4.33 CLIP Continental;18X7;;8;;;;;180/70-8;;4;4;977,00;713,21;;;;;;-;20,5 kg;;
13763530000;0440000124960;92951;Continental;SC20 MILEAGE+;;przemysłowe;OPONA 18X7-8 (180/70-8) SC20 MILEAGE+ 4.33 STD Continental;18X7;;8;;;;;180/70-8;;1;1;949,00;692,77;;;;;2011;-;0 kg;;
13763530000;0440000125042;92952;Continental;SC20 MILEAGE+;;przemysłowe;OPONA 18X7-8 (180/70-8) SC20 MILEAGE+ 4.33 STD Continental;18X7;;8;;;;;180/70-8;;1;1;949,00;692,77;;;;;2012;-;0 kg;;
13763540000;0440000055356;46024;Continental;SC20+;;przemysłowe;OPONA 140/55-9 SC20+ /4.00 CLIP Continental;140;55;9;;;;;;;6;6;913,00;666,49;;;;;;-;10,15 kg;;
13763600000;0440000055387;8209;Continental;SC20+;;przemysłowe;OPONA 6.50-10 SC20+ 5.00 CLIP Continental;6.50;;10;;;;;;;2;2;1571,00;1146,83;;;;;;-;15 kg;;
13763610000;0440000008901;8210;Continental;SC20+;;przemysłowe;OPONA 6.50-10 SC20+ 5.00 STD Continental;6.50;;10;;;;;;;2;2;1571,00;1146,83;;;;;;-;35 kg;;
13763640000;0440000055394;41179;Continental;SC20+;;przemysłowe;OPONA 200/50-10 SC20+ 6.50 CLIP Continental;200;50;10;;;;;;;2;2;1246,00;909,58;;;;;;-;22,9 kg;;
13763660000;0440000055400;7003;Continental;SC20+;;przemysłowe;OPONA 23X9-10 (225/75-10) SC20+ 6.50 CLIP Continental;23X9;;10;;;;;225/75-10;;2;2;2055,00;1500,15;;;;;;-;43,54 kg;;
13763700000;0440000056056;49167;Continental;SC20+;;przemysłowe;OPONA 250/60-12 (23X10-12) SC20+ /8.00 CLIP Continental;250;60;12;;;;;23X10-12;;1;1;2208,00;1611,84;;;;;;-;46,25 kg;;
13763730000;0440000006235;24825;Continental;SC20+;;przemysłowe;OPONA 27X10-12 (250/75-12) SC20+ /8.00 STD Continental;27X10;;12;;;;;250/75-12;;1;1;2702,00;1972,46;;;;;;-;0 kg;;
13763830000;0440000124977;92954;Continental;SC20+ STD;;przemysłowe;OPONA 8.25-15 SC20+ STD 153A5 6.50 STD Continental;8.25;;15;A5;;153;;;;1;1;1990,00;1452,70;;;;;2015;-;0;;
13763840000;0440000006105;7610;Continental;SC20+;;przemysłowe;OPONA 28X9-15 (225/75-15) SC20+ /7.00 CLIP Continental;28X9;;15;;;;;225/75-15;;2;2;2607,00;1903,11;;;;;;-;0;;
13763860000;0440000055431;29669;Continental;SC20+;;przemysłowe;OPONA 250-15 (250/70-15) SC20+ 153A5 /7.00 CLIP Continental;250;;15;A5;;153;;250/70-15;;4;4;2765,00;2018,45;;;;;;-;68,1 kg;;
13763910000;0440000006198;3386;Continental;SC20+ SIT ;;przemysłowe;OPONA 300-15 (315/70-15) SC20+ SIT  /8.00 Continental;300;;15;;;;;315/70-15;;2;2;4480,00;3270,40;;;;;;-;0;;
13763920000;0440000006174;7690;Continental;SC20 STD MILEAGE+;;przemysłowe;OPONA 300-15 (315/70-15) SC20 STD MILEAGE+ /8.00 Continental;300;;15;;;;;315/70-15;;2;2;4480,00;3270,40;;;;;;-;0;;
142336;3528701423364;90714;Michelin;X LINE ENERGY Z 3;;ciężarowe;OPONA 355/50R22.5 X LINE ENERGY Z 3 158K 3PMSF M+S FRONT Michelin (A,C,A,71dB);355;50;22.5;K;;158;;;;2;2;5135,00;2849,92;A;C;A;71dB;;R;0 kg;;
146722;3528701467221;57239;BFGoodrich;ROUTE CONTROL D;;ciężarowe;OPONA 295/80R22.5 ROUTE CONTROL D 152/148M 3PMSF M+S DRIVE BFGoodrich (D,C,1,73dB);295;80;22.5;;M;152;148;;;3;3;2809,00;1320,23;D;C;1;73dB;;R;0;;
1472500;8059971017724;2425;Trelleborg;T539;;rolnicze małe;OPONA 220/60-12 T539 88A8 TL Trelleborg;220;60;12;A8;;88;;;;1;1;686,00;583,10;;;;;;-;0;;
15151050120040TRM0;0440000123338;91911;JK Tyre;TRAC MASTER ;;rolnicze;OPONA 5.00-12 TRAC MASTER  G1 TT JK Tyre;5.00;;12;;;;;;;20;20;190,00;134,90;;;;;;-;0 kg;;
15151830200080SO10;0440000121198;90683;JK Tyre;SONA-1 R-1 TRACTOR REAR;;rolnicze;OPONA 8.3-20 SONA-1 R-1 TRACTOR REAR 8PR TT JK Tyre;8.3;;20;;;8PR;;;;7;7;510,00;362,10;;;;;;-;28 kg;;
152.11.646;0440000095468;34097;Alliance;GRASSLAND FLOTATION 221;;rolnicze;OPONA 33x15.50-15 GRASSLAND FLOTATION 221 124B/8PR TL Alliance;33x15.50;;15;B;;124;8PR;;;1;1;1300,00;845,00;;;;;;-;0;;
152.26.100;0440000108861;63342;Alliance;350;;rolnicze;OPONA 9.5R32 (230/95r32) 350 131A8/128D TL Alliance;9.5;;32;A8;D;131;128;230/95r32;;2;2;1700,00;1105,00;;;;;;R;0;;
152.26.205;0440000105518;84703;Alliance;350;;rolnicze;OPONA 9.5R42 (230/95R42) 350 133D TL Alliance;9.5;;42;D;;133;;230/95R42;;1;1;2236,00;1453,40;;;;;;R;0;;
152.28.691;0440000088538;78219;Alliance;AGRISTAR II;;rolnicze;OPONA 16.9R34 (420/85R34) AGRISTAR II 142D TL Alliance;16.9;;34;D;;142;;420/85R34;;2;2;3300,00;2145,00;;;;;;R;0;;
152.28.692;0440000089245;76023;Alliance;AGRISTAR II;;rolnicze;OPONA 16.9R34 (420/85R34) AGRISTAR II 147D TL Alliance;16.9;;34;D;;147;;420/85R34;;2;2;3300,00;2145,00;;;;;;R;0;;
152.28.812;0440000124274;70098;Alliance;AGRISTAR II;;rolnicze;OPONA 280/70R20 AGRISTAR II 116D TL Alliance;280;70;20;D;;116;;;;2;2;1120,00;728,00;;;;;;R;0 kg;;
15212648;0440000107819;85828;Alliance;328 FLOTATION;;rolnicze;OPONA 600/55-22.5 328 FLOTATION 162D/161E TL Alliance;600;55;22.5;D;E;162;161;;TL 16PR ;4;4;5295,00;3441,75;;;;;;-;0;;
15222035;0440000101091;83640;Alliance;FARM PRO 324;;rolnicze;OPONA 5.00-12 FARM PRO 324 4PR/56A6 TT Alliance;5.00;;12;;A6;4PR;56;;;1;1;214,00;139,10;;;;;;-;0;;
15222434;0440000128944;94467;Alliance;324;;rolnicze;OPONA 12.4-28 (320/85-28) 324 12PR/125A8 TT Alliance;12.4;;28;;125A8;12PR;;320/85-28;TT;2;2;1535,60;998,14;;;;;;-;43 kg;;
153111102800800J50;0440000123482;92033;JK Tyre;JTR 45;;rolnicze;OPONA 11.2-28 JTR 45 8PR/118A6 TT JK Tyre;11.2;;28;;A6;8PR;118;;;1;1;882,00;626,22;;;;;;-;34 kg;;
153111202400800J50;0440000122560;91504;JK Tyre;JTR 45;;rolnicze;OPONA 12.4-24 (320/85-24) JTR 45 8PR/121A6 TT JK Tyre;12.4;;24;;A6;8PR;121;320/85-24;;15;15;830,00;589,30;;;;;;-;0;;
153111202800800J50;0440000118587;88307;JK Tyre;JTR 45;;rolnicze;OPONA 12.4-28 JTR 45 8PR/123A6 TT JK Tyre;12.4;;28;;A6;8PR;123;;TT;20;20;860,00;610,60;;;;;;-;0;;
153111402800800J50;0440000119515;88308;JK Tyre;JTR 45;;rolnicze;OPONA 14.9-28 (380/85-28) JTR 45 8PR/130A6 TT JK Tyre;14.9;;28;;A6;8PR;130;380/85-28;TT;20;20;1120,00;795,20;;;;;;-;0;;
153111402801200J50;0440000127374;93743;JK Tyre;JTR 45;;rolnicze;OPONA 14.9-28 (380/85-28) JTR 45 12PR/137A6 TT JK Tyre;14.9;;28;;A6;12PR;137;380/85-28;TT;4;4;1160,00;823,60;;;;;;-;0;;
153111503801000J50;0440000119522;88309;JK Tyre;JTR 45;;rolnicze;OPONA 15.5-38 JTR 45 10PR/138A6 TT JK Tyre;15.5;;38;;A6;10PR;138;;TT;20;20;1480,00;1050,80;;;;;;-;0;;
153111603001200J50;0440000129118;94543;JK Tyre;JTR 45;;rolnicze;OPONA 16.9-30 JTR 45 12 PR/144A6 TT JK Tyre;16.9;;30;;A6;12 PR;144;;;20;20;1640,00;1164,40;;;;;;-;0;;
153111803401000J50;0440000119539;88310;JK Tyre;JTR 45;;rolnicze;OPONA 18.4-34 JTR 45 10PR/146A6 TT JK Tyre;18.4;;34;;A6;10PR;146;;TT;11;11;2020,00;1434,20;;;;;;-;0;;
153111803801200J50;0440000119546;88311;JK Tyre;JTR 45;;rolnicze;OPONA 18.4-38 JTR 45 12PR/153A6 TT JK Tyre;18.4;;38;;A6;12PR;153;;TT;15;15;2160,00;1533,60;;;;;;-;0;;
15311200380168TRM0;0440000121143;90677;JK Tyre;TRAC MASTER;;rolnicze;OPONA 20.8-38 (520/85-38) TRAC MASTER 16PR TT JK Tyre;20.8;;38;;;16PR;;520/85-38;;7;7;3550,00;2520,50;;;;;;-;193 kg;;
15312230260146TRM0;0440000118518;88312;JK Tyre;TRAC MASTER;;rolnicze;OPONA 23.1-26 TRAC MASTER 14PR/156A6 TL JK Tyre;23.1;;26;;A6;14PR;156;;TT;3;3;2980,00;2115,80;;;;;;-;0;;
15312600120060TRM0;0440000121167;90680;JK Tyre;TRAC MASTER;;rolnicze;OPONA 6.00-12 TRAC MASTER 6PR TL JK Tyre;6.00;;12;;;6PR;;;;2;2;250,00;177,50;;;;;;-;0;;
15312600120080TRM0;0440000127480;93752;JK Tyre;TRAC MASTER;;rolnicze;OPONA 6.00-12 TRAC MASTER 8PR/84A6 TL JK Tyre;6.00;;12;;A6;8PR;84;;;20;20;260,00;184,60;;;;;;-;0;;
153129502200800J50;0440000123369;91915;JK Tyre;JTR 45;;rolnicze;OPONA 9.5-22 JTR 45 8PR/110A6 TL JK Tyre;9.5;;22;;A6;8PR;110;;;8;8;660,00;468,60;;;;;;-;0 kg;;
1551228616112BA70J;0440000129149;94544;JK Tyre;AGRI KING 70;;rolnicze;OPONA 280/70R16 AGRI KING 70 112B TL JK Tyre;280;70;16;B;;112;;;;3;3;800,00;568,00;;;;;;R;0;;
1551228618114BA70J;0440000122614;91506;JK Tyre;AGRI KING 70;;rolnicze;OPONA 280/70R18 AGRI KING 70 114B TL JK Tyre;280;70;18;B;;114;;;;20;20;765,00;543,15;;;;;;R;0;;
1551232620123BA70J;0440000122621;91507;JK Tyre;AGRI KING 70;;rolnicze;OPONA 320/70R20 AGRI KING 70 123B TL JK Tyre;320;70;20;B;;123;;;;8;8;1050,00;745,50;;;;;;R;0;;
1551232624116BA70J;0440000122638;91508;JK Tyre;AGRI KING 70;;rolnicze;OPONA 320/70R24 AGRI KING 70 116B TL JK Tyre;320;70;24;B;;116;;;;7;7;1190,00;844,90;;;;;;R;0 kg;;
1551232924122BA85J;0440000129101;94545;JK Tyre;AGRI KING 85;;rolnicze;OPONA 12.4R24 (320/85R24) AGRI KING 85 122B TL JK Tyre;12.4;;24;B;;122;;320/85R24;;6;6;1240,00;880,40;;;;;;R;0;;
1551238624125BA70J;0440000122645;91509;JK Tyre;AGRI KING 70;;rolnicze;OPONA 380/70R24 AGRI KING 70 125B TL JK Tyre;380;70;24;B;;125;;;;1;1;1400,00;994,00;;;;;;R;0 kg;;
1551238628127BA70J;0440000129156;94546;JK Tyre;AGRI KING 70;;rolnicze;OPONA 380/70R28 AGRI KING 70 127B TL JK Tyre;380;70;28;B;;127;;;;4;4;1595,00;1132,45;;;;;;R;0 kg;;
