Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
GLO00059;4792290015104;5471;Globestar;PERFORMER;;przemysłowe;OPONA 18X7-8 (180/70-8) PERFORMER 4.33 CLIP Globestar;18X7;;8;;;;;180/70-8;;18;18;530,00;371,00;;;;;;-;0 kg;;
GLO00060;4792290015579;8187;Globestar;PERFORMER;;przemysłowe;OPONA 6.00-9 PERFORMER 4.00 STD Globestar;6.00;;9;;;;;;;15;15;638,00;446,60;;;;;;-;7 kg;;
GLO00062;0440000005160;6367;Globestar;PERFORMER;;przemysłowe;OPONA 21X8-9 PERFORMER 6.00 CLIP Globestar;21X8;;9;;;;;;;14;14;921,96;645,37;;;;;;-;0;;
GLO00063;0440000054687;8208;Globestar;PERFORMER;;przemysłowe;OPONA 6.50-10 PERFORMER 5.00 STD Globestar;6.50;;10;;;;;;;20;20;860,00;602,00;;;;;;-;15 kg;;
GLO00064;4792290015678;8207;Globestar;PERFORMER;;przemysłowe;OPONA 6.50-10 PERFORMER 5.00 CLIP Globestar;6.50;;10;;;;;;;7;7;901,00;630,70;;;;;;-;15 kg;;
GLO00065;0440000005924;5780;Globestar;PERFORMER;;przemysłowe;OPONA 200/50-10 PERFORMER 6.50 CLIP Globestar;200;50;10;;;;;;;17;17;700,00;490,00;;;;;;-;0;;
GLO00066;0440000054656;7002;Globestar;PERFORMER;;przemysłowe;OPONA 23X9-10 (225/75-10) PERFORMER 6.50 CLIP Globestar;23X9;;10;;;;;225/75-10;;6;6;1243,00;870,10;;;;;;-;0 kg;;
GLO00067;4792290015692;8277;Globestar;PERFORMER;;przemysłowe;OPONA 7.00-12 PERFORMER 5.00 STD Globestar;7.00;;12;;;;;;;10;10;1185,00;829,50;;;;;;-;0 kg;;
GLO00069;0440000004644;8347;Globestar;PERFORMER;;przemysłowe;OPONA 8.15-15 PERFORMER /7.00 STD Globestar;8.15;;15;;;;;;;10;10;1390,00;973,00;;;;;;-;0;;
GLO00070;0440000005290;8346;Globestar;PERFORMER;;przemysłowe;OPONA 8.15-15 PERFORMER /7.00 CLIP Globestar;8.15;;15;;;;;;;14;14;1545,00;1081,50;;;;;;-;0;;
GLO00071;0440000007119;7205;Globestar;PERFORMER;;przemysłowe;OPONA 250-15 PERFORMER /7.00 STD Globestar;250;;15;;;;;;;14;14;1750,00;1225,00;;;;;;-;0 kg;;
GLO00074;0440000005771;7203;Globestar;GLOBE;;przemysłowe;OPONA 250-15 GLOBE 7.50 CLIP Clean Globestar;250;;15;;;;;;;1;1;1986,60;1390,62;;;;;;-;0 kg;;
GLO00075;0440000005313;7688;Globestar;PERFORMER;;przemysłowe;OPONA 300-15 PERFORMER /8.00 CLIP Globestar;300;;15;;;;;;;11;11;2845,50;1991,85;;;;;;-;0;;
GLO00077;0440000054663;7553;Globestar;PERFORMER;;przemysłowe;OPONA 27X10-12 (250/75-12) PERFORMER /8.00 CLIP Globestar;27X10;;12;;;;;250/75-12;;17;17;1930,00;1351,00;;;;;;-;0 kg;;
GLO00081;0440000005139;30617;Globestar;PERFORMER;;przemysłowe;OPONA 15X4 1/2-8 PERFORMER /3.00 CLIP Globestar;15X4 1/2;;8;;;;;;;13;13;300,00;210,00;;;;;;-;0;;
GLO00082;0440000005122;30618;Globestar;PERFORMER;;przemysłowe;OPONA 23X10-12 PERFORMER /8.00 CLIP Globestar;23X10;;12;;;;;;;10;10;1190,00;833,00;;;;;;-;0 kg;;
GLO00083;4792290001565;46862;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 16X6-8 GLOBE WIDE-TREAD /4.33 CLIP Globestar;16X6;;8;;;;;;;15;15;524,00;366,80;;;;;;-;0;;
GLO00084;0440000005719;46863;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 16X6-8 GLOBE WIDE-TREAD /4.33 CLIP Clean Globestar;16X6;;8;;;;;;;17;17;681,00;476,70;;;;;;-;0;;
GLO00085;4792290005204;46864;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.00-9 GLOBE WIDE-TREAD 4.00 STD Clean Globestar;6.00;;9;;;;;;;10;10;857,46;600,22;;;;;;-;0;;
GLO00086;0440000007096;46865;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 21X8-9 GLOBE WIDE-TREAD /6.00 CLIP Globestar;21X8;;9;;;;;;;9;9;1018,00;712,60;;;;;;-;0;;
GLO00087;0440000004613;46866;Globestar;PERFORMER;;przemysłowe;OPONA 200/50-10 PERFORMER /6.50 STD Globestar;200;50;10;;;;;;;4;4;535,50;374,85;;;;;;-;0;;
GLO00088;0440000076214;46867;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 7.00-12 GLOBE WIDE-TREAD /5.00 STD Clean Globestar;7.00;;12;;;;;;;6;6;1580,00;1106,00;;;;;;-;0;;
GLO00095;4792290002029;50340;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 18X7-8 GLOBE WIDE-TREAD /4.33 STD Globestar;18X7;;8;;;;;;;1;1;550,00;385,00;;;;;;-;0;;
GLO00097;4792290002074;50342;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 18X7-8 GLOBE WIDE-TREAD /4.33 CLIP Clean Globestar;18X7;;8;;;;;;;8;8;773,23;541,26;;;;;;-;0;;
GLO00099;4792290002364;50344;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 200/50-10 GLOBE WIDE-TREAD /6.50 CLIP Globestar;200;50;10;;;;;;;20;20;803,00;562,10;;;;;;-;0;;
GLO00100;4792290003668;50345;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 250-15 GLOBE WIDE-TREAD /7.00 CLIP Globestar;250;;15;;;;;;;3;3;2200,00;1540,00;;;;;;-;0;;
GLO00102;0440000004798;50347;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 355/65-15 GLOBE WIDE-TREAD /9.75 CLIP Globestar;355;65;15;;;;;;;1;1;4100,00;2870,00;;;;;;-;0;;
GLO00103;4792290005471;50348;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.50-10 GLOBE WIDE-TREAD 5.00 STD Globestar;6.50;;10;;;;;;;16;16;928,00;649,60;;;;;;-;0;;
GLO00104;4792290005518;50349;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.50-10 GLOBE WIDE-TREAD /5.00 CLIP Globestar;6.50;;10;;;;;;;20;20;975,00;682,50;;;;;;-;0;;
GLO00105;0440000056452;50350;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.50-10 GLOBE WIDE-TREAD /5.00 CLIP Clean Globestar;6.50;;10;;;;;;;8;8;1210,00;847,00;;;;;;-;0;;
GLO00109;4792290002067;51743;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 18X7-8 GLOBE WIDE-TREAD 4.33 CLIP Globestar;18X7;;8;;;;;;;20;20;590,00;413,00;;;;;;-;0;;
GLO00110;0440000004699;51772;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.15-15 (28X9-15) GLOBE WIDE-TREAD /7.00 CLIP Globestar;8.15;;15;;;;;28X9-15;;20;20;1670,00;1169,00;;;;;;-;0;;
GLO00111;4792290003293;51745;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 23X9-10 (225/75-10) GLOBE WIDE-TREAD 6.50 CLIP Globestar;23X9;;10;;;;;225/75-10;;17;17;1344,00;940,80;;;;;;-;0;;
GLO00113;0440000005283;51747;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 27X10-12 (250/75-12) GLOBE WIDE-TREAD 8.00 CLIP Clean Globestar;27X10;;12;;;;;250/75-12;;8;8;2778,24;1944,77;;;;;;-;0;;
GLO00114;4792290004917;51748;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 5.00-8 GLOBE WIDE-TREAD /3.00 STD Globestar;5.00;;8;;;;;;;20;20;419,00;293,30;;;;;;-;0;;
GLO00116;0440000004712;51763;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 5.00-8 GLOBE WIDE-TREAD /3.00 CLIP Globestar;5.00;;8;;;;;;;8;8;410,27;287,19;;;;;;-;0;;
GLO00118;4792290005198;51766;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.00-9 GLOBE WIDE-TREAD 4.00 STD Globestar;6.00;;9;;;;;;;20;20;708,00;495,60;;;;;;-;0;;
GLO00119;0440000079628;51767;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.00-9 GLOBE WIDE-TREAD 4.00 CLIP Globestar;6.00;;9;;;;;;;5;5;640,00;448,00;;;;;;-;0;;
GLO00120;4792290005709;51768;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 7.00-12 GLOBE WIDE-TREAD 5.00 STD Globestar;7.00;;12;;;;;;;20;20;1144,50;801,15;;;;;;-;0;;
GLO00122;4792290005747;51770;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 7.00-12 GLOBE WIDE-TREAD 5.00 CLIP Globestar;7.00;;12;;;;;;;2;2;1290,00;903,00;;;;;;-;0;;
GLO00123;4792290006164;51771;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.15-15 (28X9-15) GLOBE WIDE-TREAD /7.00 STD Globestar;8.15;;15;;;;;28X9-15;;10;10;1484,00;1038,80;;;;;;-;0;;
GLO00125;0440000004637;57618;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 250-15 GLOBE WIDE-TREAD /7.00 STD Clean Globestar;250;;15;;;;;;;16;16;2386,65;1670,65;;;;;;-;0;;
GLO00126;0440000005481;57619;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 300-15 GLOBE WIDE-TREAD 8.00 CLIP Globestar;300;;15;;;;;;;9;9;3076,50;2153,55;;;;;;-;0;;
GLO00127;0440000005450;57638;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.15-15 (28X9-15) GLOBE WIDE-TREAD /7.00 STD Clean Globestar;8.15;;15;;;;;28X9-15;;8;8;2038,00;1426,60;;;;;;-;0;;
GLO00128;0440000005436;57639;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.25-15 GLOBE WIDE-TREAD 5.50 CLIP Globestar;8.25;;15;;;;;;;8;8;2100,00;1470,00;;;;;;-;0;;
GLO00131;0440000079611;60768;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 15X4 1/2-8 GLOBE WIDE-TREAD /3.00 STD Globestar;15X4 1/2;;8;;;;;;;4;4;300,00;210,00;;;;;;-;0;;
GLO00139;0440000004828;60771;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 200/50-10 GLOBE WIDE-TREAD 6.50 CLIP Clean Globestar;200;50;10;;;;;;;7;7;1075,00;752,50;;;;;;-;0;;
GLO00140;0440000084219;60772;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 300-15 GLOBE WIDE-TREAD 8.00 STD Globestar;300;;15;;;;;;;8;8;3051,90;2136,33;;;;;;-;0;;
GLO00141;0440000004620;60773;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 6.50-10 GLOBE WIDE-TREAD 5.00 STD Clean Globestar;6.50;;10;;;;;;;6;6;1150,00;805,00;;;;;;-;0;;
GLO00142;0440000004736;62867;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 27X10-12 (250/75-12) GLOBE WIDE-TREAD 8.00 CLIP Globestar;27X10;;12;;;;;250/75-12;;4;4;2153,00;1507,10;;;;;;-;0;;
GLO00143;0440000007102;62868;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 4.00-8 GLOBE WIDE-TREAD /3.00 STD Globestar;4.00;;8;;;;;;;5;5;345,00;241,50;;;;;;-;0;;
GLO00144;0440000005276;62869;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.25-15 GLOBE WIDE-TREAD 6.50 STD Globestar;8.25;;15;;;;;;;8;8;2010,00;1407,00;;;;;;-;0;;
GLO00146;0440000007034;63897;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.25-15 GLOBE WIDE-TREAD 6.50 CLIP Globestar;8.25;;15;;;;;;;14;14;2550,00;1785,00;;;;;;-;0;;
GLO00147;0440000004811;66245;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 200/50-10 GLOBE WIDE-TREAD /6.50 STD Clean Globestar;200;50;10;;;;;;;4;4;798,00;558,60;;;;;;-;0;;
GLO00148;0440000007072;66246;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 21X8-9 GLOBE WIDE-TREAD /6.00 CLIP Clean Globestar;21X8;;9;;;;;;;10;10;1280,00;896,00;;;;;;-;0;;
GLO00149;0440000007010;66247;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 4.00-8 GLOBE WIDE-TREAD /3.00 CLIP Clean Globestar;4.00;;8;;;;;;;7;7;442,03;309,42;;;;;;-;0;;
GLO00150;0440000007126;66249;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 8.15-15 (28X9-15) GLOBE WIDE-TREAD /7.00 CLIP Clean Globestar;8.15;;15;;;;;28X9-15;;8;8;2000,00;1400,00;;;;;;-;0;;
GLO00152;4792290031227;66251;Globestar;ULTIMATE XT;;przemysłowe;OPONA 23X9-10 (225/75-10) ULTIMATE XT 6.50 CLIP Globestar;23X9;;10;;;;;225/75-10;;1;1;1585,00;1109,50;;;;;;-;0;;
GLO00154;4792290003309;69357;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 23X9-10 (225/75-10) GLOBE WIDE-TREAD 6.50 CLIP Clean Globestar;23X9;;10;;;;;225/75-10;;14;14;1586,30;1110,41;;;;;;-;0 kg;;
GLO00158;0440000079635;75713;Globestar;GLOBE WIDE-TREAD STD;;przemysłowe;OPONA 9.00-20 GLOBE WIDE-TREAD STD 6.50 ANS STD Globestar;9.00;;20;;;;;;;2;2;4450,00;3115,00;;;;;;-;0;;
GLO00159;0440000091965;78706;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 27X10-12 (250/75-12) GLOBE WIDE-TREAD 8.00 STD Globestar;27X10;;12;;;;;250/75-12;;2;2;2038,27;1426,79;;;;;;-;0;;
GLO00160;0440000091972;78707;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 4.00-8 GLOBE WIDE-TREAD /3.00 STD Clean Globestar;4.00;;8;;;;;;;14;14;455,00;318,50;;;;;;-;0;;
GLO00161;0440000109653;86282;Globestar;GLOBE WIDE-TREAD;;przemysłowe;OPONA 4.00-8 GLOBE WIDE-TREAD /3.00 CLIP Globestar;4.00;;8;;;;;;;10;10;436,51;305,56;;;;;;-;0;;
GLO00163;0440000112844;87963;Globestar;ULTIMATE XT CLEAN;;przemysłowe;OPONA 8.15-15 ULTIMATE XT CLEAN /7.00 STD Globestar;8.15;;15;;;;;;;10;10;2200,00;1540,00;;;;;;-;0;;
GLO00164;0440000128128;94031;Globestar;ULTIMATE XT SM;;przemysłowe;OPONA 6.00-9 ULTIMATE XT SM 4.00 STD Globestar;6.00;;9;;;;;;;10;10;720,00;504,00;;;;;;-;0;;
GLO00165;0440000123147;91816;Globestar;PERFORMER;;przemysłowe;OPONA 250-15 PERFORMER 7.50 CLIP Globestar;250;;15;;;;;;;18;18;2085,00;1459,50;;;;;;-;0 kg;;
GLO00180;0440000119089;89987;Globestar;ULTIMATE XT SM SLICK;;przemysłowe;OPONA 6.00-9 ULTIMATE XT SM SLICK 4.00 STD Globestar;6.00;;9;;;;;;;8;8;720,00;504,00;;;;;;-;0;;
GO0026;8859305513430;63934;Goldencrown;CR976A;;ciężarowe;OPONA 255/70R22.5 CR976A 140/137M FRONT Goldencrown;255;70;22.5;M;;140/137;;;;4;4;990,00;693,00;;;;;;R;0;;
GOL0002;8859305513331;50129;Goldencrown;CR976A;;ciężarowe;OPONA 295/80R22.5 CR976A 154/149M M+S FRONT Goldencrown (C,C,2,73dB);295;80;22.5;;M;154;149;;;2;2;1380,00;966,00;C;C;2;73dB;;R;0;;
GOL0003;8859305513386;50130;Goldencrown;CR960A;;ciężarowe;OPONA 315/70R22.5 CR960A 156/150L M+S FRONT Goldencrown (D,C,2,71dB);315;70;22.5;;L;156;150;;;4;4;1400,00;980,00;D;C;2;71dB;;R;58 kg;;
GOL0004;8859305513362;50131;Goldencrown;CM335;;ciężarowe;OPONA 315/80R22.5 CM335 154/151M 3PMSF M+S DRIVE Goldencrown (E,B,2,74dB);315;80;22.5;;M;154;151;;;20;20;1520,00;1064,00;E;B;2;74dB;;R;70 kg;;
GOL0005;8859305513355;50132;Goldencrown;CR960A;;ciężarowe;OPONA 315/80R22.5 CR960A 154/151M M+S FRONT Goldencrown (E,C,2,71dB);315;80;22.5;;M;154;151;;;8;8;1440,00;1008,00;E;C;2;71dB;;R;62 kg;;
GOL0006;8859305513379;50133;Goldencrown;MD777;;ciężarowe;OPONA 315/80R22.5 MD777 154/151L ON/OFF M+S DRIVE Goldencrown (D,B,2,74dB);315;80;22.5;;L;154;151;;;20;20;1340,00;938,00;D;B;2;74dB;;R;0;;
GOL0007;0440000091019;50134;Goldencrown;CR966;;ciężarowe;OPONA 385/55R22.5 CR966 160K M+S TRAILER Goldencrown (C,B,2,72dB);385;55;22.5;K;;160;;;;12;12;1500,00;1050,00;C;B;2;72dB;;R;0;;
GOL0009;8859305513324;50136;Goldencrown;CR976A;;ciężarowe;OPONA 385/65R22.5 CR976A 158L/160K M+S TRAILER Goldencrown (C,C,2,73dB);385;65;22.5;L;K;158;160;;;7;7;1540,00;1078,00;C;C;2;73dB;;R;0;;
GOL0011;8859305513447;51337;Goldencrown;CR976A;;ciężarowe;OPONA 275/70R22.5 CR976A 148/145M M+S FRONT Goldencrown (D,C,2,73dB);275;70;22.5;;M;148;145;;;20;20;1250,00;875,00;D;C;2;73dB;;R;47,2 kg;;
GOL0013;8859305513393;51339;Goldencrown;CM335;;ciężarowe;OPONA 315/70R22.5 CM335 154/150L 3PMSF M+S DRIVE Goldencrown (E,C,2,74dB);315;70;22.5;;L;154;150;;;20;20;1310,00;917,00;E;C;2;74dB;;R;65 kg;;
GOL0014;8859305513423;52167;Goldencrown;AT557;;ciężarowe;OPONA 385/65R22.5 AT557 160K/158L ON/OFF M+S ALL POSITION Goldencrown (D,C,2,72dB);385;65;22.5;K;L;160;158;;;20;20;1535,00;1074,50;D;C;2;72dB;;R;76,6 kg;;
GOL0016;8859305513317;57198;Goldencrown;AD153;;ciężarowe;OPONA 315/80R22.5 AD153 154/151M 3PMSF M+S DRIVE Goldencrown (E,C,2,73dB);315;80;22.5;;M;154;151;;;20;20;1470,00;1029,00;E;C;2;73dB;;R;0;;
GOL0017;8859305514918;58237;Goldencrown;CR926 ON/OFF;;ciężarowe;OPONA 13R22.5 CR926 ON/OFF 156/151K ON/OFF FRONT Goldencrown (D,C,2,73dB);13;;22.5;K;;156/151;;;;20;20;1380,00;966,00;D;C;2;73dB;;R;66,4 kg;;
GOL0018;8859305514840;58238;Goldencrown;CM335;;ciężarowe;OPONA 295/60R22.5 CM335 150/147K 3PMSF M+S DRIVE Goldencrown (E,C,2,74dB);295;60;22.5;K;;150/147;;;;20;20;1140,00;798,00;E;C;2;74dB;;R;50 kg;;
GOL0019;8859305514857;58239;Goldencrown;CM335;;ciężarowe;OPONA 315/60R22.5 CM335 152/148M 3PMSF M+S DRIVE Goldencrown (E,C,2,74dB);315;60;22.5;M;;152/148;;;;12;12;1350,00;945,00;E;C;2;74dB;;R;57,33 kg;;
GOL0020;8859305514888;58492;Goldencrown;CR931;;ciężarowe;OPONA 425/65R22.5 CR931 165K M+S TRAILER Goldencrown (C,B,2,73dB);425;65;22.5;K;;165;;;;2;2;1970,00;1379,00;C;B;2;73dB;;R;0;;
GOL0021;8859305514895;58495;Goldencrown;CR931;;ciężarowe;OPONA 445/65R22.5 CR931 169K M+S TRAILER Goldencrown (C,B,2,73dB);445;65;22.5;K;;169;;;;20;20;2000,00;1400,00;C;B;2;73dB;;R;0;;
GOL0022;0440000048303;59641;Goldencrown;MD777;;ciężarowe;OPONA 13R22.5 MD777 156/151K ON/OFF M+S DRIVE Goldencrown (D,C,2,75dB);13;;22.5;;K;156;151;;;20;20;1470,00;1029,00;D;C;2;75dB;;R;72,5 kg;;
GOL0023;8859305514871;60631;Goldencrown;CR966;;ciężarowe;OPONA 315/60R22.5 CR966 152/148M M+S FRONT Goldencrown (D,B,2,72dB);315;60;22.5;M;;152/148;;;;16;16;1280,00;896,00;D;B;2;72dB;;R;54,15 kg;;
GOL0024;0440000091026;61052;Goldencrown;AT555;;ciężarowe;OPONA 435/50R19.5 AT555 160J/20 PR M+S TRAILER Goldencrown (C,C,2,72dB);435;50;19.5;J;;160;20 PR;;;1;1;1420,00;994,00;C;C;2;72dB;;R;69,8 kg;;
GOL0025;8859305514864;61394;Goldencrown;CR966;;ciężarowe;OPONA 295/60R22.5 CR966 150/147L FRONT Goldencrown (C,B,2,72dB);295;60;22.5;;L;150;147;;18PR;18;18;1240,00;868,00;C;B;2;72dB;;R;0;;
GOL0026;0440000046699;65176;Goldencrown;MD101;;ciężarowe;OPONA 315/80R22.5 MD101 157/154K ON/OFF 3PMSF DRIVE Goldencrown (B,D,74dB);315;80;22.5;;K;157;154;;ON/OFF;20;20;1280,00;896,00;B;D;;74dB;;R;70 kg;;
GOL0027;0440000046620;65178;Goldencrown;AZ170;;ciężarowe;OPONA 385/65R22.5 AZ170 160K 3PMSF M+S ALL POSITION Goldencrown (C,C,2,73dB);385;65;22.5;K;;160;;;;20;20;1270,00;889,00;C;C;2;73dB;;R;74 kg;;
GOL0028;8859305523972;67013;Goldencrown;AD153;;ciężarowe;OPONA 315/70R22.5 AD153 154/150L DRIVE Goldencrown (C,E,73dB);315;70;22.5;;L;154;150;;;20;20;1100,00;770,00;C;E;;73dB;;R;59 kg;;
GOL0029;0440000055967;67685;Goldencrown;MD101;;ciężarowe;OPONA 13R22.5 MD101 156/151K ON/OFF 3PMSF M+S DRIVE Goldencrown (D,B,B,74dB);13;;22.5;;K;156;151;;;20;20;1320,00;924,00;D;B;B;74dB;;R;70 kg;;
GOL0030;8859305515137;68762;Goldencrown;CR926B;;ciężarowe;OPONA 315/80R22.5 CR926B 154/151M ON/OFF FRONT Goldencrown (D,C,B,73dB);315;80;22.5;;M;154;151;;ON/OFF;10;10;1420,00;994,00;D;C;B;73dB;;R;64 kg;;
GOL0031;0440000081478;69858;Goldencrown;AZ170;;ciężarowe;OPONA 385/55R22.5 AZ170 160K/(158L) 3PMSF M+S ALL POSITION Goldencrown (B,B,B,73dB);385;55;22.5;K;;160;(158L);;;20;20;1260,00;882,00;B;B;B;73dB;;R;60,84 kg;;
GOL0032;0440000046651;70136;Goldencrown;AZ170;;ciężarowe;OPONA 315/70R22.5 AZ170 156/150L 3PMSF M+S FRONT Goldencrown (C,C,B,73dB);315;70;22.5;;L;156;150;;;20;20;1180,00;826,00;C;C;B;73dB;;R;0 kg;;
GOL0036;0440000079925;71668;Goldencrown;AZ170;;ciężarowe;OPONA 295/80R22.5 AZ170 154/149M 3PMSF M+S FRONT Goldencrown (C,C,B,73dB);295;80;22.5;;M;154;149;;;20;20;1210,00;847,00;C;C;B;73dB;;R;54,21 kg;;
GOL0037;0440000081843;71881;Goldencrown;AT556;;ciężarowe;OPONA 445/45R19.5 AT556 160J TRAILER Goldencrown (C,C,2,72dB);445;45;19.5;J;;160;;;;19;19;1410,00;987,00;C;C;2;72dB;;R;0 kg;;
GOL0038;0440000086510;77616;Goldencrown;AZ170;;ciężarowe;OPONA 315/80R22.5 AZ170 156/153L 3PMSF FRONT Goldencrown (C,C,B,73dB);315;80;22.5;;L;156;153;;;20;20;1190,00;833,00;C;C;B;73dB;;R;0 kg;;
GOL0039;0440000095406;80412;Goldencrown;CR960A;;ciężarowe;OPONA 235/75R17.5 CR960A 143/141J M+S FRONT/TRAILER Goldencrown (D,C,B,71dB);235;75;17.5;;J;143;141;;;13;13;710,00;497,00;D;C;B;71dB;;R;0;;
GOL0040;0440000095413;80417;Goldencrown;AT557;;ciężarowe;OPONA 445/65R22.5 AT557 169K ON/OFF 3PMSF M+S ALL POSITION Goldencrown (D,C,B,73dB);445;65;22.5;K;;169;;;;20;20;2140,00;1498,00;D;C;B;73dB;;R;94,6 kg;;
GOL00411;0440000123062;91893;Goldencrown;AZ170;;ciężarowe;OPONA 225/75R17.5 AZ170 129/127M M+S ALL POSITION Goldencrown (D,D,B,73dB);225;75;17.5;;M;129;127;;DRIVE;16;16;670,00;469,00;D;D;B;73dB;;R;0;;
GOL0042;0440000109806;86493;Goldencrown;AZ170;;ciężarowe;OPONA 235/75R17.5 AZ170 143/141J M+S FRONT/TRAILER Goldencrown (D,C,B,71dB);235;75;17.5;;J;143;141;;;20;20;650,00;455,00;D;C;B;71dB;;R;28,9 kg;;
GOL0043;0440000110734;87015;Goldencrown;AS121;;ciężarowe;OPONA 315/60R22.5 AS121 154/150L/(152/148M) 3PMSF M+S FRONT Goldencrown (B,D,B,74dB);315;60;22.5;L;;154/150;(152/148M);;;20;20;1200,00;840,00;B;D;B;74dB;;R;54,15 kg;;
GOL0044;0440000115265;87198;Goldencrown;AZ170;;ciężarowe;OPONA 265/70R19.5 AZ170 143/141J M+S FRONT/TRAILER Goldencrown (D,C,B,71dB);265;70;19.5;;J;143;141;;;20;20;810,00;567,00;D;C;B;71dB;;R;37,5 kg;;
GOL0050;0440000117221;88870;Goldencrown;AZ170;;ciężarowe;OPONA 215/75R17.5 AZ170 128/126M M+S FRONT Goldencrown;215;75;17.5;;M;128;126;;;20;20;600,00;420,00;;;;;;R;54,21 kg;;
GOL0452;0440000111359;87573;Goldencrown;AS121;;ciężarowe;OPONA 295/60R22.5 AS121 150/147L 3PMSF M+S FRONT Goldencrown (B,C,B,74dB);295;60;22.5;;L;150;147;;18PR;20;20;1120,00;784,00;B;C;B;74dB;;R;0;;
IND00003;0440000055202;4627;Speedways;PK-303;;rolnicze;OPONA 10.0/75-15.3 (260/75-15.3) PK-303 14PR TL Speedways;10.0;75;15.3;;;14PR;;260/75-15.3;;11;11;345,00;241,50;;;;;;-;0;;
IND00005;0440000006877;808;Speedways;PK-303;;rolnicze;OPONA 10.0/80-12 PK-303 10PR TL Speedways;10.0;80;12;;;10PR;;;;20;20;285,00;199,50;;;;;;-;0;;
IND00006;0440000010850;3514;Speedways;PK-303;;rolnicze;OPONA 11.5/80-15.3 PK-303 14PR TL Speedways;11.5;80;15.3;;;14PR;;;;20;20;380,00;266,00;;;;;;-;0;;
IND00008;0440000055196;838;Speedways;PK-303;;rolnicze;OPONA 11.5/80-15.3 PK-303 22PR TL Speedways;11.5;80;15.3;;;22PR;;;;20;20;672,00;470,40;;;;;;-;0;;
IND00014;0440000002749;3198;Speedways;RIB-777;;rolnicze;OPONA 200/60-14.5 RIB-777 14PR TL Speedways;200;60;14.5;;;14PR;;;;20;20;302,00;211,40;;;;;;-;0;;
IND00017;0440000006693;8182;Speedways;SW-201;;rolnicze;OPONA 6.00-16 SW-201 8PR TT Speedways;6.00;;16;;;8PR;;;;20;20;205,00;143,50;;;;;;-;0;;
