id;ean;producent;bieznik;rozmiar;nosnosc;predkosc;tl/tt;płotna;cena;magazyn;waga;kategoria;sezon 
106801;8903094006335;BKT;FLOT 648;500/50-22.5;158/155;A8/B;TL;16;1600;0;62.5;inne;wielosezonowe 
106802;8903094005000;BKT;TR 387;18.4-26;146;A6;TL;12;2295;1;95;przemysłowe;wielosezonowe 
106803;;BKT;TR 387;16.9-30;137;A6;TL;8;1790;1;72;przemysłowe;wielosezonowe 
106804;8903094005024;BKT;TR 387;18.4-30;139;A6;TL;8;2120;1;87;przemysłowe;wielosezonowe 
106805;8903094009343;BKT;AW 702;10.5/80-18;138;A8;TL;14;640;1;26;rolnicze;wielosezonowe 
106806;8903094012343;BKT;LG 306;15X6.00-6;57;A6;TL;4;75;1;3;rolnicze;wielosezonowe 
106807;;BKT;TR 315;16X6.50-8;68/72;A6/A3;TL;6;113;0;3.5;rolnicze;wielosezonowe 
106808;;BKT;TR 360;18x7-8;;;TL;6;148;0;5;rolnicze;wielosezonowe 
106809;8903094016822;BKT;RT 747;19.5LR24(500/70R;157/154;A8/B;TL;;3570;1;115;rolnicze;wielosezonowe 
106810;;BKT;TR 675;500/60-22.5;157/154;A8/B;TL;12;2365;0;94.5;rolnicze;wielosezonowe 
106811;8903094019816;BKT;TR 675;550/60-22.5;167/163;A8/B;TL;16;2960;1;114;rolnicze;wielosezonowe 
106812;8903094019403;BKT;AS 504;7.5L-15;113;A8;TT;8;356;0;15;rolnicze;wielosezonowe 
106813;8903094026173;BKT;RIB 900;400/60-15.5;145A8;;TL;14;720;2;31.5;rolnicze;wielosezonowe 
106814;;BKT;MP 600;16.0/70-24;152;B;TL;14;2000;0;77.5;rolnicze;wielosezonowe 
106815;;BKT;TR 315;23X8.50-12;89A6;;TL;6;238;1;7;rolnicze;wielosezonowe 
106816;8903094052509;BKT;RADIAL FL 630 ULTRA;560/60R22.5;172/161;A8/D;TL;;3600;1;112;inne;wielosezonowe 
106817;8903094022410;BKT;TR 315;26X12.00-12;116;A3;TL;8;465;0;14.5;rolnicze;wielosezonowe 
106818;8903094006366;BKT;FLOT 648;550/45-22.5;159/156;A8/B;TL;16;1950;2;77;inne;wielosezonowe 
106819;;BKT;SKID POWER HD;31X15.50-15;131;B;TL;10;900;0;37;przemysłowe;wielosezonowe 
106820;8903094022441;BKT;TR 315;31X15.50-15;116;B;TL;8;900;0;29.5;rolnicze;wielosezonowe 
106821;;BKT;FLOT 648;400/60-22.5;160/148;A8/A8;TL;18;1021;0;57.5;inne;wielosezonowe 
106822;8903094005048;BKT;TR 387;23.1-26;159;A6;TL;16;3500;1;144.5;przemysłowe;wielosezonowe 
106823;8903094008049;BKT;GF 304;18X8.50-8;70;A6;TL;4;170;0;5;rolnicze;wielosezonowe 
106824;8903094002627;BKT;PACMSTR;9.00-20;156A2;;TT;12;1025;1;47;przemysłowe;wielosezonowe 
106825;;BKT;SKID POWER HD;23X8.50-12;101A2;;TL;6;278;1;12;przemysłowe;wielosezonowe 
106826;8903094056019;BKT;SKID POWER HD;26X12-12;126A2;;TL;12;450;0;21;przemysłowe;wielosezonowe 
106827;8903094056026;BKT;SKID POWER HD;27X10.50-15;102A2;;TL;8;470;0;19.5;przemysłowe;wielosezonowe 
106828;8903094056064;BKT;SKID POWER HD;31.5X13-16.5;139A2;;TL;10;775;1;30.5;przemysłowe;wielosezonowe 
106829;;BKT;SKID POWER HD;33X15.50-16.5;148A2;;TL;12;1200;0;45;przemysłowe;wielosezonowe 
106830;8903094006274;BKT;FLOT 558;500/45-22.5;154A8/150B;/;TL;16;1660;0;61;rolnicze;wielosezonowe 
106831;8903094056118;BKT;SKID POWER (CHEVRON);7.00-15;120A2;;TL;6;435;2;18.5;przemysłowe;wielosezonowe 
106832;8903094020874;BKT;TF 9090;5.50-16;86/78;A6/A8;TT;6;165;1;9;rolnicze;wielosezonowe 
106833;;BKT;TF 8181;6.00-19;93/85;A6/A8;TT;6;240;1;11;rolnicze;wielosezonowe 
106834;8903094045037;BKT;FL 630 SUPER STBT E;580/65R22.5;166;D;TL;;4430;1;127;inne;wielosezonowe 
106835;8903094020522;BKT;TF 8181;4.50-16;73/65;A6/A8;TT;4;142;0;6;rolnicze;wielosezonowe 
106836;8903094010844;BKT;IMPL RIB 774;340/70-18;150;A8;TL;16;790;1;36;rolnicze;wielosezonowe 
106837;8903094009138;BKT;AW 702;10.0/75-15.3;135;A8;TL;18;430;0;20;rolnicze;wielosezonowe 
106838;8903094052790;BKT;RADIAL FL 630 ULTRA;560/45R22.5;163/152;A8/D;TL;;2850;1;93;inne;wielosezonowe 
106839;;BKT;TR 315;23X10.50-12;96;A6;TL;6;295;0;10;rolnicze;wielosezonowe 
106840;8903094055937;BKT;SKID POWER HD;18X8.50-10;88;A3;TL;8;230;0;8.1;przemysłowe;wielosezonowe 
106841;8903094026210;BKT;EM 936;20-24;173/158;A2/B;TL;12;3850;0;143;przemysłowe;wielosezonowe 
106843;;BKT;LG 306;20X8.00-10;81;A6;TL;4;170;1;5.99;rolnicze;wielosezonowe 
106844;8903094010240;BKT;AW 708;19.0/45-17;144;A8;TL;14;985;1;42;rolnicze;wielosezonowe 
106845;;BKT;AT 108;23X10-10;41;F;TL;4;340;0;9;quad;wielosezonowe 
106846;8903094000456;BKT;AT 108;25X12-10;51;F;TL;4;415;2;12;quad;wielosezonowe 
106847;;BKT;AT 109;;;;;;220;0;;quad;wielosezonowe 
106848;;BKT;AT 110;;;;;;260;0;;quad;wielosezonowe 
106849;;BKT;AT 111;22X11-10;47;J;TL;6;350;0;8.5;quad;wielosezonowe 
106850;8903094026999;BKT;AT 111;23x7-10;;;TL;6;286;2;7.1;quad;wielosezonowe 
106851;;BKT;AT 111;;;;;;188;0;;quad;wielosezonowe 
106852;;BKT;AT 111;20X6-10;;;TL;4;198;0;4.5;quad;wielosezonowe 
106853;8903094001644;BKT;W 207;25X13-9;;;TL;6;435;0;13.5;quad;wielosezonowe 
106854;8903094027064;BKT;W 207;22X7-10;;;TL;6;264;2;7;quad;wielosezonowe 
106855;;BKT;W 207;22X11-10;47;J;TL;6;325;0;10;quad;wielosezonowe 
106856;;BKT;W 207;23x7-10;;;TL;6;254;0;7.2;quad;wielosezonowe 
106857;8903094001491;BKT;W 207;23X10-10;;;TL;6;322;1;9.5;quad;wielosezonowe 
106858;;BKT;W 207;25X11-10;53;F;TL;6;372;0;11.5;quad;wielosezonowe 
106859;;BKT;W 207;25X12-10;;;TL;6;410;0;12;quad;wielosezonowe 
106860;8903094001521;BKT;W 207;23X8-11;;;TL;6;288;2;8.5;quad;wielosezonowe 
106861;8903094001576;BKT;W 207;24X9-11;;;TL;6;280;0;9.5;quad;wielosezonowe 
106862;8903094001538;BKT;W 207;24x10-11;;;TL;6;350;0;10;quad;wielosezonowe 
106863;;BKT;W 207;;;;;;346;0;;quad;wielosezonowe 
106864;8903094001569;BKT;W 207;24X8-12;;;TL;6;291;0;9;quad;wielosezonowe 
106865;8903094027118;BKT;W 207;26X12-12;58J;;TL;6;527;0;16;quad;wielosezonowe 
106866;;BKT;W 207;27X10-12;55J;;TL;6;510;2;14.5;quad;wielosezonowe 
106867;8903094027118;BKT;W 207;27X12-12;60J;;TL;6;566;0;16;quad;wielosezonowe 
106868;;BKT;W 207;28X12-12;61J;;TL;6;616;0;17.5;quad;wielosezonowe 
106869;8903094009275;BKT;AW 702;10.5-16;;;TT;14;820;1;34;rolnicze;wielosezonowe 
106870;;BKT;RIB 774 (DOT);215/75-17.5;139;A8;TL;16;253;0;18;rolnicze;wielosezonowe 
106871;8903094004713;BKT;TR 678;280/60-15.5;115A8;;TL;8;550;0;21;rolnicze;wielosezonowe 
106872;8903094004621;BKT;TR 135;9.5-20;102/99;A6/A8;TL;6;600;1;23;rolnicze;wielosezonowe 
106873;8903094001552;BKT;W 207;24X8.00-11;;;TL;6;305;0;9;quad;wielosezonowe 
106874;;BKT;AW 909;10.0/75-15.3;123;A8;TL;10;310;0;14;rolnicze;wielosezonowe 
106875;8903094011049;BKT;RIB 775;300/65-12;116;A8;TL;8;560;0;24;rolnicze;wielosezonowe 
106876;;BKT;AT 109;18X9.5-8;28;F;TL;2;200;0;5.5;quad;wielosezonowe 
106877;;BKT;FLOT 648;600/50-22.5;165/161;A8/B;TL;12;2520;0;97;inne;wielosezonowe 
106878;;BKT;AT 110;;;;;;225;0;;quad;wielosezonowe 
106879;8903094038121;BKT;MP 567;12.5-18;131;G;TL;12;1155;1;44;rolnicze;wielosezonowe 
106880;;BKT;AT 109;;;;;;295;0;;quad;wielosezonowe 
106881;;BKT;W 207;25X11-12;53;F;TL;6;380;0;11.5;quad;wielosezonowe 
106882;;BKT;AGRIMAX RT 765;240/70R16;104/104;A8/B;TL;;730;0;20.5;rolnicze;wielosezonowe 
106883;8903094021901;BKT;AGRIMAX RT 765;280/70R18;114/B;A8/;TL;;900;1;28;rolnicze;wielosezonowe 
106884;8903094021925;BKT;AGRIMAX RT 765;300/70R20;120A8/120B;/;TL;;1045;1;35;rolnicze;wielosezonowe 
106885;8903094063031;BKT;AGRIMAX RT 765;320/70R24;116A8/116B;/;TL;;1300;1;48;rolnicze;wielosezonowe 
106886;8903094021963;BKT;AGRIMAX RT 855;320/85R20;119/119;A8/B;TL;;1250;1;49;rolnicze;wielosezonowe 
106887;;BKT;AGRIMAX RT 765;320/70R20;123A8/123B;/;TL;;1150;1;39;rolnicze;wielosezonowe 
106888;8903094021864;BKT;AGRIMAX RT 955;230/95R48;136/136;A8/B;TL;;2250;1;61.5;rolnicze;wielosezonowe 
106889;8903094021970;BKT;AGRIMAX RT 765;280/70R20;116A8/116B;/;TL;;990;2;30;rolnicze;wielosezonowe 
106890;8903094021376;BKT;AGRIMAX RT 657;540/65R28;149D/152A8;/;TL;;4200;0;127;rolnicze;wielosezonowe 
106891;8903094021383;BKT;AGRIMAX RT 657;650/65R38;166/163;A8/D;TL;;7350;0;226;rolnicze;wielosezonowe 
106892;8903094021840;BKT;AGRIMAX RT 955;270/95R48;144/144;A8/B;TL;;2600;0;77.5;inne;wielosezonowe 
106893;8903094021871;BKT;AGRIMAX RT 955;300/95R46;148/148;A8/B;TL;;3150;0;84.5;inne;wielosezonowe 
106894;8903094063062;BKT;AGRIMAX RT 765;420/70R30;134/134;A8/B;TL;;2800;1;96;rolnicze;wielosezonowe 
106895;;BKT;AT 108;;;;;;347;0;;quad;wielosezonowe 
106896;;BKT;AT 108;22X8-10;36;J;TL;6;268;0;6.5;quad;wielosezonowe 
106897;;BKT;AT 109;145/70-6;;;TL;2;84;0;2;quad;wielosezonowe 
106898;8903094066773;BKT;AGRIMAX RT 765;710/70R38;166/166;A8/B;TL;;8830;1;285;rolnicze;wielosezonowe 
106899;8903094066452;BKT;AGRIMAX RT 765;710/70R42;173/173;A8/B;TL;;10300;0;320;rolnicze;wielosezonowe 
106900;8903094021819;BKT;AGRIMAX RT 855;520/85R42;157A8/157B;/;TL;;5500;1;197;rolnicze;wielosezonowe 
106901;;BKT;AT 108;;;;;;410;0;;quad;wielosezonowe 
106902;;BKT;AT 108;;;;;;268;0;;quad;wielosezonowe 
106903;;BKT;AW 708;400/60-15.5;149;A8;TL;18;879;0;36.5;rolnicze;wielosezonowe 
106904;;BKT;AT 108;;;;;;309;0;;quad;wielosezonowe 
106905;8903094027088;BKT;W 207;26X10-12;52;J;TL;6;460;0;13;quad;wielosezonowe 
106906;8903094021987;BKT;AGRIMAX RT 765;380/70R20;132A8/132B;/;TL;;1715;1;59;rolnicze;wielosezonowe 
106907;8903094021833;BKT;AGRIMAX RT 945;380/90R46;159/159;A8/B;TL;;4460;0;140.5;rolnicze;wielosezonowe 
106908;8903094026852;BKT;AT 111;18x10-8;;;TL;4;161;1;6;quad;wielosezonowe 
106909;8903094001514;BKT;W 207;23X8-10;;;TL;6;298;2;8;quad;wielosezonowe 
106910;8903094000326;BKT;AT 108;23X8-10;34;F;TL;4;265;1;7;quad;wielosezonowe 
106911;;BKT;AGRIMAX RT 955; 270/95R32;136/136;A8/B;TL;;1690;0;56.5;inne;wielosezonowe 
106912;8903094027125;BKT;W 207;28X10-12;57;J;TL;6;514;2;14.5;quad;wielosezonowe 
106913;;BKT;W 207;25X12-9;;;TL;6;365;0;13;quad;wielosezonowe 
106914;8903094063116;BKT;AGRIMAX RT 765;620/70R42;160/160B;A8/;TL;;6900;0;228;rolnicze;wielosezonowe 
106915;8903094026715;BKT;EARTHMAX SR 30;23.5R25;195/185;A2/B;TL;;9550;1;342;przemysłowe;wielosezonowe 
106917;8903094012954;BKT;LG RIB;15X6.00-6;57/61;A6/A3;TL;4;84;0;2.20;rolnicze;wielosezonowe 
106918;;BKT;RIB 900;400/60-15.5;147;A8;TL;16;730;1;35;rolnicze;wielosezonowe 
106919;8903094055678;BKT;SP HD;12-16.5;140;A2;TL;10;760;1;35;przemysłowe;wielosezonowe 
106920;;BKT;PL 801;23X5;;;TL;6;248;0;10;quad;wielosezonowe 
106921;;BKT;PL 801;5.00-8;;;TL;8;132;0;6.5;quad;wielosezonowe 
106922;;BKT;XL GRIP;23.5-25;177;B;TL;20;5800;0;273;przemysłowe;wielosezonowe 
106924;;BKT;PL 801;6.00-9;;;TL;10;200;1;10;przemysłowe;wielosezonowe 
106927;;BKT;AGRIMAX RT 855;210/95R18;108/108;A8/B;TL;;695;1;24;rolnicze;wielosezonowe 
106928;8903094026678;BKT;AGRIMAX RT 955;230/95R32;128/128;A8/B;TL;;1500;1;45.5;rolnicze;wielosezonowe 
106929;8903094027477;BKT;AGRIMAX RT 955;230/95R36;130/130;A8/B;TL;;1670;0;48;rolnicze;wielosezonowe 
106930;8903094027484;BKT;AGRIMAX RT 955;270/95R36;139/139;A8/B;TL;;2200;1;61;rolnicze;wielosezonowe 
106931;8903094025640;BKT;AW 702;13.0/75-16;138;A8;TL;10;710;1;29;rolnicze;wielosezonowe 
106932;8903094027606;BKT;AGRIMAX RT 657;320/65R18;109/109;A8/B;TL;;1130;1;34;rolnicze;wielosezonowe 
106933;;BKT;AW 09  131A8;;;;;;285;0;;rolnicze;wielosezonowe 
106934;8903094028818;BKT;TR 135;11.2-20;111/107;A6/A8;TL;8;691;0;27;rolnicze;wielosezonowe 
106935;8903094028825;BKT;TR 135;320/85R20;119/119;A8/B;TL;;760;1;49;rolnicze;wielosezonowe 
106936;8903094028382;BKT;TR 135;14.9-26;129/125;A6/A8;TL;8;1290;1;58.5;rolnicze;wielosezonowe 
106937;8903094028221;BKT;TR 135;9.5-32;110/106;A6/A8;TL;6;762;2;33;rolnicze;wielosezonowe 
106938;8903094028610;BKT;AGRIMAX RT 955;230/95R42;133/133;A8/B;TL;;2400;1;55.5;rolnicze;wielosezonowe 
106939;8903094027415;BKT;AGRIMAX RT 955;230/95R44;134/134;A8/B;TL;;2050;1;57.1;rolnicze;wielosezonowe 
106940;8903094021680;BKT;AGRIMAX RT 855;380/85R30;135/135;A8/;TL;;2180;2;90.5;rolnicze;wielosezonowe 
106941;8903094021697;BKT;AGRIMAX RT 855;380/85R34;137/137;A8/B;TL;;2370;1;98;rolnicze;wielosezonowe 
106942;;BKT;AGRIMAX RT 657;440/65R24;138/135;A8/D;TL;;2500;1;77.5;rolnicze;wielosezonowe 
106943;8903094028528;BKT;AGRIMAX RT 657;480/65R24;140D/143A8;/;TL;;3040;1;94;rolnicze;wielosezonowe 
106944;8903094029150;BKT;AGRIMAX RT 657;540/65R30;150D/153A8;/;TL;;4330;1;131.5;rolnicze;wielosezonowe 
106945;8903094028412;BKT;AGRIMAX RT 657;540/65R34;152D/155A8;/;TL;;4800;1;145;rolnicze;wielosezonowe 
106946;8903094029167;BKT;AGRIMAX RT 657;153D/156A;153D/156A8;/;TL;;5260;0;157;rolnicze;wielosezonowe 
106947;8903094062256;BKT;AGRIMAX RT 765;600/70R30;152A8/152B;/;TL;;5050;1;166.5;rolnicze;wielosezonowe 
106948;8903094027422;BKT;AS 504;10.0/75-15.3;135;A8;TL;18;560;0;24;rolnicze;wielosezonowe 
106949;8903094006878;BKT;FL 252;6.50-10;;;TT;10;275;1;12.5;przemysłowe;wielosezonowe 
106950;;BKT;FL 252;7.00-12;;;TT;14;400;1;18;przemysłowe;wielosezonowe 
106951;;BKT;FL 252;8.25-15;;;TT;14;652;1;29;przemysłowe;wielosezonowe 
106952;8903094029426;BKT;AGRIMAX RT 955;340/85R48;152/152;A8/B;TL;;3800;1;108.5;inne;wielosezonowe 
106953;8903094028375;BKT;TR 135;16.9-26;137/133;A6/A8;TL;10;1788;1;76.5;rolnicze;wielosezonowe 
106954;8903094029143;BKT;AGRIMAX RT 657;440/65R28;138D/141A8;/;TL;;2840;0;86.5;rolnicze;wielosezonowe 
106955;8903094006489;BKT;FLOT 648;700/40-22.5;166/162;A8/B;TL;16;3320;0;111;inne;wielosezonowe 
106956;8903094006854;BKT;FL 252;6.00-9;;;TL;10;225;0;10;przemysłowe;wielosezonowe 
106957;;BKT;FL 252;8.15-15;;;TL;14;500;0;22.5;przemysłowe;wielosezonowe 
106958;8903094006502;BKT;FLOT 648;700/50-22.5;174/170;A8/B;TL;16;3610;1;127;inne;wielosezonowe 
106959;8903094028146;BKT;AGRIMAX RT 955;270/95R44;142/142;A8/B;TL;;2830;1;72;rolnicze;wielosezonowe 
110813;8903094025749;BKT;AW 705;15.0/70-18;151;A8;TL;16;1040;0;48;rolnicze;wielosezonowe 
111119;;BKT;GR 288;15.5-25;168/142;A2/A8;TL;12;2040;2;78;przemysłowe;wielosezonowe 
111123;8903094007387;BKT;PL 801;7.50-15;;;TT;14;460;1;24;przemysłowe;wielosezonowe 
111124;8903094007714;BKT;PT - HD;23X9-10;;;TT;20;570;2;22.5;przemysłowe;wielosezonowe 
111125;8903094007752;BKT;PT - HD;27X10-12;;;TT;16;640;2;28;przemysłowe;wielosezonowe 
111144;;BKT;GR 288;17.5-25;150;A8;TL;16;2550;1;93;przemysłowe;wielosezonowe 
111145;8903094014446;BKT;GR 288;20.5-25;156;A8;TL;16;3990;1;153;przemysłowe;wielosezonowe 
111185;8903094028535;BKT;AGRIMAX RT 657;480/65R28;142D/145A8;/;TL;;3450;0;106;rolnicze;wielosezonowe 
111239;8903094030354;BKT;TR 135;9.5-36;122/118;A6/A8;TL;10;1040;0;42;rolnicze;wielosezonowe 
111240;8903094030361;BKT;TR 135;9.5-42;125;A6;TL;10;1210;1;49;rolnicze;wielosezonowe 
112295;8903094019489;BKT;AS 507;185/65-15;85;A8;TL;4;250;2;10;rolnicze;wielosezonowe 
112900;;BKT;AW 09  138A8;300/80-15.3;126A8/138A8;/;TL;;443;0;23;rolnicze;wielosezonowe 
112968;;BKT;FS 216 STEL BLT;18.4-34;;;TL;14;2801;0;189;inne;wielosezonowe 
112989;;BKT;FLOT 648;550/60-22.5;148/144;A8/B;TL;12;2051;0;92.5;inne;wielosezonowe 
113138;8903094010585;BKT;AW 909;11.5/80-15.3;131;A8;TL;10;410;0;19;rolnicze;wielosezonowe 
113139;8903094010448;BKT;AW 909;10.0/75-15.3;130A8;;TL;14;350;0;15;rolnicze;wielosezonowe 
113140;8903094004720;BKT;AW 909;11.5/80-15.3;135;A8;TL;12;420;1;19;rolnicze;wielosezonowe 
113141;8903094022410;BKT;AW 909;11.5/80-15.3;141;A8;TL;16;465;1;21.5;rolnicze;wielosezonowe 
113316;8903094029501;BKT;AGRIMAX RT 657;650/65R42;168A8/165D;/;TL;;8510;1;250;rolnicze;wielosezonowe 
113317;;BKT;FL 693 M;560/60R22.5;174/161;A8/E;TL;;3720;1;121;inne;wielosezonowe 
113318;8903094044269;BKT;FL 630 Ultra;650/55R26.5;180/169;A8/D;TL;;4950;2;145;inne;wielosezonowe 
113744;;BKT;PRO RIB;11L-15;106A8;;TL;8;525;1;22.66;rolnicze;wielosezonowe 
113746;8903094004324;BKT;TR 137;24.5-32;159;A6;TL;12;5390;1;222;rolnicze;wielosezonowe 
113773;8903094006328;BKT;FLOT 648;400/60-22.5;160/148;A8/A8;TL;18;1350;1;57.5;inne;wielosezonowe 
113796;8903094010097;BKT;AW 705;15.0/55-17;146A8;;TL;18;800;0;34;rolnicze;wielosezonowe 
113816;8903094004744;BKT;TR 144;9.5-22;104;A6;TL;6;580;0;24;rolnicze;wielosezonowe 
113912;;BKT;TR 137;30.5L-32;162;A6;TL;12;6770;1;284;rolnicze;wielosezonowe 
114017;8903094044955;BKT;FL 630 ULTRA;600/55R26.5;176/165;A8/D;TL;;4650;2;135.5;inne;wielosezonowe 
114114;8903094004539;BKT;TR 126;7x14;74;A6;TL;4;245;0;10;rolnicze;wielosezonowe 
114169;8903094010370;BKT;AW 708;500/50-17;149;A8;TL;14;1300;2;55;rolnicze;wielosezonowe 
114315;8903094029730;BKT;AGRIMAX FORTIS;650/85R38;173D/176A8;/;TL;;11540;1;350.50;rolnicze;wielosezonowe 
114552;8903094010585;BKT;AW 909;11.5/80-15.3;139;A8;TL;14;435;2;19;rolnicze;wielosezonowe 
114686;8903094066452;BKT;AGRIMAX RT 765;710/70R42;176/173;A8/D;TL;;11100;0;326.5;rolnicze;wielosezonowe 
114704;8903094005246;BKT;TR 390;28L-26;160/157;A6/A8;TL;16;5100;0;182.5;przemysłowe;wielosezonowe 
115056;;BKT;TR 144;$7-14;75A6;;TT;4;305;1;11.82;rolnicze;wielosezonowe 
115328;8903094002726;BKT;MULTIMAX MP 513;425/55R17;134;G;TL;;2280;1;52.5;inne;wielosezonowe 
115343;;BKT;AGRIMAX TERIS;900/60R32;181/178;A8/B;TL;;12800;1;398.5;rolnicze;wielosezonowe 
115344;8903094021826;BKT;AGRIMAX RT 855;480/80R46;158/158;A8/B;TL;;5600;2;191;rolnicze;wielosezonowe 
115345;8903094032327;BKT;AGRIMAX RT 657;600/65R34;160/157;A8/D;TL;;6100;1;180.5;rolnicze;wielosezonowe 
115346;8903094032129;BKT;AGRIMAX RT 657;600/65R28;157/154;A8/D;TL;;5800;1;156;rolnicze;wielosezonowe 
115387;;BKT;XL GRIP;14.00-24;153;B;TL;16;1816;0;101;przemysłowe;wielosezonowe 
115388;;BKT;EARTHMAX SR 41 E4**;29.5R25;208/200;A2/B;TL;;19760;1;662;przemysłowe;wielosezonowe 
115529;;BKT;RIDEMAX IT 696;480/80R30;162/157;A8/D;TL;;4600;1;140;rolnicze;wielosezonowe 
115694;8903094006441;BKT;FLOT 648;600/55-26.5;170/167;A8/B;TL;16;3650;2;124;inne;wielosezonowe 
115817;8903094029907;BKT;EARTHMAX SR 45  E4**C.R.;24.00R35;209;B;TL;;25300;1;;przemysłowe;wielosezonowe 
116074;8903094031801;BKT;AT 621;18.4-26;156;A8;TL;12;3170;0;115;przemysłowe;wielosezonowe 
117009;;BKT;AT 621;15.5/60-18;141A2/130A7;/;TL;12;1050;2;;przemysłowe;wielosezonowe 
117017;8903094032839;BKT;AGRIMAX RT 955;270/95R54;146/146;A8/B;TL;;3600;0;92.2;rolnicze;wielosezonowe 
117018;8903094004713;BKT;TR 144;8.3-20;96;A6;TT;6;450;0;18.28;rolnicze;wielosezonowe 
117019;;BKT;AGRIMAX RT 855;520/85R46;158/158;A8/B;TL;;6620;1;225.75;rolnicze;wielosezonowe 
117020;8903094032723;BKT;AGRIMAX TERIS CHO;1050/50R32;184/181;A8/B;TL;;16500;1;467.51;rolnicze;wielosezonowe 
117021;8903094031412;BKT;AGRIMAX TERIS;800/65R32;178/175;A8/B;TL;;11660;1;330.94;rolnicze;wielosezonowe 
117022;8903094047284;BKT;FLOT 630 ULTRA;710/50R26.5;181/170;A8/D;TL;;5150;2;160;inne;wielosezonowe 
117116;8903094030552;BKT;AGRIMAX RT 855;380/85R38;139/139;A8/B;TL;;2990;2;111.5;rolnicze;wielosezonowe 
118886;;BKT;TR 270;23.1-30;151;A6;TL;10;3301;0;191;rolnicze;wielosezonowe 
119435;8903094054220;BKT;FL 630 ULTRA RADIAL;600/50R22.5;170/159;A8/D;TL;;3500;0;113;inne;wielosezonowe 
119444;;BKT;TR 270;20.8-38;148;A6;TL;8;3001;0;182;rolnicze;wielosezonowe 
119932;8903094034710;BKT;AGRIMAX FORTIS;710/75R42;175/172;D/E;TL;;13500;1;391;rolnicze;wielosezonowe 
120362;8903094006465;BKT;FLOT 648;650/65-30.5;179/175;A8/B;TL;16;5800;2;200;inne;wielosezonowe 
120550;;BKT;FL 630 ULTRA;800/45R26.5;184/174;A8/D;TL;;6000;0;187.5;inne;wielosezonowe 
121256;;BKT;FLOT 648;600/50-22.5;165/161;A8/B;TL;16;2690;2;97;inne;wielosezonowe 
121665;8903094026869;BKT;AGRIMAX RT 765;200/70R16;94/94;A8/B;TL;;575;1;17;rolnicze;wielosezonowe 
122354;8903094027644;BKT;LG 306;11X4.00-5;39;A6;TL;4;45.5;2;1.5;inne;wielosezonowe 
122474;8903094019731;BKT;AT 621;12.5/80-18;142A6;;TL;12;1010;1;47;przemysłowe;wielosezonowe 
122744;;BKT;Koło kpl. (obr. Pro;;;;;;5792.22;2;;inne;wielosezonowe 
122754;8903094004522;BKT;TR 126;$6-14;66;A6;TT;4;245;0;1978;rolnicze;wielosezonowe 
123428;8903094027255;BKT;RIB-774;250/65-14.5;124;A8;TL;14;400;0;17;rolnicze;wielosezonowe 
123432;;BKT;AW 702;12.5/80-18;148;A8;TL;16;820;0;35;rolnicze;wielosezonowe 
123433;8903094028344;BKT;TR 461;12.5/80-18;129/142;A8/A8;TL;12;1000;0;42.5;przemysłowe;wielosezonowe 
123434;8903094041206;BKT;EARTHMAX SR 41 E4**;26.5R25;202/193;A2/B;TL;;15470;1;525;przemysłowe;wielosezonowe 
123435;8903094035649;BKT;AGRIMAX FORTIS;600/70R34;163/160;A8/D;TL;;7000;1;196;rolnicze;wielosezonowe 
123436;8903094032334;BKT;AGRIMAX RT 657;600/65R38;162/159;A8/D;TL;;6830;0;195;inne;wielosezonowe 
123437;8903094036844;BKT;MAGLIFT LIP (QUICK);18X7-8;134/125;A5/A5;;;460;0;21;przemysłowe;wielosezonowe 
123438;8903094036837;BKT;MAGLIFT LIP (QUICK);5.00-8;120/111;A5/A5;;;360;1;17;przemysłowe;wielosezonowe 
123439;;BKT;MAGLIFT LIP (QUICK);6.00-9;129/121;A5/A5;;;520;1;27;przemysłowe;wielosezonowe 
123440;8903094036868;BKT;MAGLIFT LIP (QUICK);6.50-10;138/128;A5/A5;;;752;1;35;przemysłowe;wielosezonowe 
123441;;BKT;EARTHMAX SR30;;;;;;4700;1;;inne;wielosezonowe 
123442;;BKT;Earthmax SR 30;20.5R25;186/177;A2/B;TL;;7000;2;245;przemysłowe;wielosezonowe 
123443;8903094028788;BKT;EARTHMAX SR 30 E3**;26.5R25;202/193;A2/B;TL;;13730;1;471;przemysłowe;wielosezonowe 
123480;8903094026272;BKT;EM 936;11.00-20;149;B;TL;16;1430;1;54;przemysłowe;wielosezonowe 
123963;;BKT;AGRIMAX FORTIS;600/70R30;161/158;A8/D;TL;;6000;0;182;rolnicze;wielosezonowe 
124262;8903094009558;BKT;AW 909;12.5/80-15.3;142;A8;TL;14;490;1;25;rolnicze;wielosezonowe 
126240;8903094032693;BKT;TR 135;12.4-38;127;A6;TL;8;1520;1;58;rolnicze;wielosezonowe 
126292;8903094037254;BKT;FL693 M;580/65R22.5;166/163;D/;TL;;4550;1;127.5;rolnicze;wielosezonowe 
126939;;BKT;TR 317;18X8.50-8;73;A3;TL;4;180;0;5.5;quad;wielosezonowe 
127996;8903094021918;BKT;AGRIMAX RT 855;280/85R20;112/112;A8/B;TL;;1005;2;37;inne;wielosezonowe 
129609;8903094028665;BKT;AGRIMAX RT 855;210/95R16;106/106;A8/B;TL;;622;1;21.5;inne;wielosezonowe 
